Incident ID,Department,Date,Location,Individual's Weapon,Shooting Type,Initial incident
1,Amarillo PD,4/5/2010,3404 Janet Drive,Vehicle,Non-Fatal,Stolen vehicle
2,Amarillo PD,4/17/2010,401 E Willow Creek Dr,Vehicle,Non-Fatal,Traffic stop
3,Amarillo PD,7/29/2010,4901 S Washington St,Gun,Non-Fatal,Fight / disorderly conduct
4,Amarillo PD,8/16/2010,801 N Lincoln St,Vehicle,Fatal,Stolen vehicle
5,Amarillo PD,1/30/2011,700 S. Polk St,Vehicle,Fatal,Shots fired / shooting
6,Amarillo PD,9/19/2011,900 N Tennessee,Gun,No Hit,Other
7,Amarillo PD,9/21/2011,441 S Western St,Gun,Fatal,Shots fired / shooting
8,Amarillo PD,9/22/2011,100 S Buchanan St,BB Gun/Toy Gun,Fatal,Burglary / home invasion
9,Amarillo PD,2/6/2012,2909 E IH 40 HWY,Gun,No Hit,Other
10,Amarillo PD,1/12/2013,1911 E IH 40,Vehicle,No Hit,Drug suspicion / drug warrant
11,Amarillo PD,7/7/2013,1615 S Jackson St,Gun,Fatal,Fight / disorderly conduct
12,Amarillo PD,8/19/2013,2813 E Amarillo Blvd,Gun,No Hit,Robbery
13,Amarillo PD,8/27/2013,5903 Winkler Dr,Gun,No Hit,Weapons disturbance
14,Amarillo PD,3/18/2014,1501 S. Coulter,Vehicle,Non-Fatal,Fight / disorderly conduct
15,Amarillo PD,12/20/2015,833 S Travis St,Gun,Fatal,Mental crisis / suicide attempt
16,Austin PD,1/25/2014,9400 N. Lamar Blvd,Vehicle,No Hit,Traffic stop
17,Austin PD,3/18/2014,6301 Berkman Dr.,BB Gun/Toy Gun,Non-Fatal,Domestic Disturbance
18,Austin PD,9/8/2014,13712 Maye Pl.,Gun,Fatal,Robbery
19,Austin PD,11/28/2014,715 E 8th St.,Gun,Fatal,Shots fired / shooting
20,Austin PD,1/14/2013,7112 Ed Bluestein Blvd SVRD SB / 5431 N IH 35 SVRD NB,Gun,No Hit,Robbery
21,Austin PD,3/1/2013,10617 Lanshire Dr #B,Gun,Fatal,Shots fired / shooting
22,Austin PD,4/23/2013,706 Valdez St,Gun,Fatal,Weapons disturbance
23,Austin PD,5/8/2013,3300 E 12th St,Unarmed,No Hit,Traffic stop
24,Austin PD,5/17/2013,6855 E US 290 Hwy SVRD EB,Gun,No Hit,Weapons disturbance
25,Austin PD,7/26/2013,3500 CRAWFORD AVE,Unarmed,Fatal,Suspicious activity / patrol
26,Austin PD,8/31/2013,9416 Neils Thompson Dr,Vehicle,Non-Fatal,Burglary / home invasion
27,Austin PD,10/18/2013,1609 Cripple Creek Dr,Gun,Non-Fatal,Shots fired / shooting
28,Austin PD,11/10/2013,2900 Cole St #204,Gun,Non-Fatal,Other
29,Austin PD,2/3/2012,7201 Wood Hollow Dr,Gun,Non-Fatal,Mental crisis / suicide attempt
30,Austin PD,4/5/2012,5200 Block Overbrook Dr,Other,Fatal,Traffic stop
31,Austin PD,9/25/2012,2915 S IH 35 Svrd NB,Vehicle,Fatal,Stolen vehicle
32,Austin PD,10/20/2012,300 Blk E 6th St,Vehicle,No Hit,Suspicious activity / patrol
33,Austin PD,5/9/2011,1919 Burton Dr,Gun,Fatal,Shots fired / shooting
34,Austin PD,5/30/2011,800 Block E 8th St,Vehicle,Fatal,Suspicious activity / patrol
35,Austin PD,8/15/2011,3630 S Congress Ave,Gun,No Hit,Robbery
36,Austin PD,11/5/2011,810 E Slaughter Ln,Other,No Hit,Fight / disorderly conduct
37,Austin PD,12/5/2011,3708 Aspen Creek Pkwy,Vehicle,Non-Fatal,Stolen vehicle
38,Austin PD,12/28/2011,7800 N IH 35 Svrd SB,Vehicle,No Hit,Drug suspicion / drug warrant
39,Austin PD,9/25/2010,7800 E Ben White Blvd WB,Gun,Suicide,Domestic Disturbance
40,Austin PD,10/1/2010,801 E William Cannon Dr #135,Gun,Fatal,Burglary / home invasion
41,Austin PD,11/2/2010,12320 Tomanet Trail,Gun,Fatal,Shots fired / shooting
42,Austin PD,12/23/2010,13006 Campos Dr,Knife,Fatal,Traffic stop
43,Austin PD,1/23/2015,Slaughter/Congress,Gun,Fatal,Mental crisis / suicide attempt
44,Austin PD,2/7/2015,8206 Pax Drive,Gun,Fatal,Shots fired / shooting
45,Austin PD,5/24/2015,6409 Springdale Rd,Gun,Non-Fatal,Weapons disturbance
46,Austin PD,5/25/2015,6505 Shirley,Gun,Fatal,Mental crisis / suicide attempt
47,Austin PD,7/5/2015,10607 Golden Quail Drive,BB Gun/Toy Gun,Fatal,Other
48,Austin PD,7/5/2015,700 San Jacinto Blvd,Gun,Fatal,Shots fired / shooting
49,Austin PD,7/12/2015,9400 Claxton Dr,Gun,Fatal,Suspicious activity / patrol
50,College  Station PD,8/13/2012,211 Fidelity St.,Gun,Fatal,Other
51,Laredo PD,3/28/2011,1620 Iturbide St.,Vehicle,Non-Fatal,Stolen vehicle
710,Laredo PD,5/26/2012,1120 Santa Ursula Ave,Vehicle,No Hit,Other
52,Laredo PD,11/17/2014,3725 Calle Alta Ct.,Vehicle,Non-Fatal,Robbery
53,Laredo PD,8/30/2014,5301 Sta. Maria Ave.,BB Gun/Toy Gun,Fatal,Weapons disturbance
54,Laredo PD,2/14/2015,900 Gale St.,Gun,Fatal,Traffic stop
55,Laredo PD,3/9/2015,1807 Convent Ave.,Gun,Fatal,Shots fired / shooting
56,Laredo PD,11/9/2015,11119 Kirby Dr,Gun,Fatal,Mental crisis / suicide attempt
57,Irving PD,12/20/2010,"14100 Preston Road, Dallas",Vehicle,Fatal,Burglary / home invasion
58,Irving PD,8/27/2011,1710 Collier Street,Gun,Non-Fatal,Domestic Disturbance
59,Irving PD,6/10/2012,3706 Block Drive,Gun,Fatal,Shots fired / shooting
60,Irving PD,6/19/2013,625 Balleywood Rd,Gun,Fatal,Domestic Disturbance
61,Irving PD,11/9/2014,3135 E. SH 114,Vehicle,Fatal,Drug suspicion / drug warrant
62,Irving PD,12/5/2015,600 block of Jeff Ct,Gun,Fatal,Burglary / home invasion
63,Lubbock PD,9/3/2010,312 54th,Gun,Non-Fatal,Other
64,Lubbock PD,10/3/2010,2202 Buddy Holly Avenue,Gun,Non-Fatal,Shots fired / shooting
65,Lubbock PD,2/20/2011,5208 Kenosha,Knife,Fatal,Other
66,Lubbock PD,9/25/2011,5301-51st St,Gun,Non-Fatal,Burglary / home invasion
67,Lubbock PD,6/18/2012,8707 Dover,Knife,Fatal,Weapons disturbance
68,Lubbock PD,6/27/2012,4819 Ave Q,Gun,Fatal,Suspicious activity / patrol
69,Lubbock PD,10/12/2013,1111 16th st,Gun,Non-Fatal,Suspicious activity / patrol
70,Lubbock PD,1/17/2014,3316 Duke,Gun,Non-Fatal,Domestic Disturbance
71,Lubbock PD,5/7/2014,2022 63rd,Knife,Fatal,Other
72,Lubbock PD,8/25/2014,2820 Cornell,Gun,Fatal,Domestic Disturbance
73,Lubbock PD,2/16/2015,700 34th St,Vehicle,No Hit,Traffic stop
74,Lubbock PD,5/14/2015,4435 Marsha Sharp,Vehicle,Non-Fatal,Other
83,Mesquite PD,3/18/2011,2732 El Paso Way,Vehicle,Non-Fatal,Unknown
84,Mesquite PD,4/13/2012,"2711 Oak Bend, Dallas",Unarmed,Fatal,Burglary / home invasion
85,Mesquite PD,12/5/2012,3644 Bahamas,Unarmed,Non-Fatal,Robbery
86,Mesquite PD,11/16/2013,4200 US Hwy 80,Vehicle,Non-Fatal,Domestic Disturbance
87,Mesquite PD,10/30/2015,18600 IH 635,BB Gun/Toy Gun,Fatal,Traffic stop
88,Waco PD,1/2/2010,Cobbs Dr./Wooded Acres Dr.,Gun,Fatal,Burglary / home invasion
89,Waco PD,10/30/2011,3400 blk Medallion Dr.,Vehicle,No Hit,Other
90,Waco PD,1/11/2013,3424 Forrester Ln.,Unarmed,Non-Fatal,Domestic Disturbance
91,Waco PD,3/18/2013,2010 Lyle Ave.,Gun,Non-Fatal,Domestic Disturbance
93,Waco PD,6/18/2014,1100 blk N. 6th St.,Gun,No Hit,Domestic Disturbance
94,Waco PD,2/4/2015,"11,800 blk I.H. 35 S. (Lorena City Limits)",BB Gun/Toy Gun,Fatal,Other
95,Waco PD,4/18/2015,3423 N. 19th St.,BB Gun/Toy Gun,Non-Fatal,Robbery
801,Waco PD,10/31/2015,4000 N. 19th Street,Gun,Non-Fatal,Mental crisis / suicide attempt
96,Denton PD,7/9/2011,806 N. Ruddell,Gun,No Hit,Unknown
97,Denton PD,7/8/2012,3601 Dunes,Gun,Fatal,Shots fired / shooting
98,Denton PD,6/26/2013,"3613 Frankford, Dallas",Gun,Non-Fatal,Unknown
99,Denton PD,11/17/2013,1123 Johnson,Unarmed,Non-Fatal,Unknown
100,McAllen PD,1/31/2011,904 W. Redwood Ave,Knife,Non-Fatal,Domestic Disturbance
101,McAllen PD,5/3/2015,1700 W. Beaumont Ave,Vehicle,Non-Fatal,Traffic stop
102,Odessa PD,9/17/2010,14601 W. University Blvd,Gun,Non-Fatal,Other
103,Odessa PD,3/25/2012,2914 N. Tom Green Ave,Gun,Fatal,Mental crisis / suicide attempt
104,Odessa PD,4/20/2012,36 Paradise Ave,Vehicle,Non-Fatal,Domestic Disturbance
105,Odessa PD,6/5/2012,4652 Conley Ave,Gun,Non-Fatal,Mental crisis / suicide attempt
804,Odessa PD,12/23/2015,1025 Custer Ave,Unknown,Non-Fatal,Unknown
106,Midland PD,5/12/2011,5113 Ric Drive,Other,Fatal,Domestic Disturbance
107,Midland PD,9/22/2013,3303 N. Midkiff Rd,Vehicle,No Hit,Assault
108,Midland PD,11/8/2013,1301 S. Terrell,Gun,Non-Fatal,Burglary / home invasion
109,Midland PD,2/17/2014,Midland Drive / N. Loop 250 W,Unarmed,Non-Fatal,Traffic stop
110,Midland PD,6/27/2014,2700 N. Big Spring St,Gun,Fatal,Robbery
111,Midland PD,12/1/2014,2710 W. Washington,Knife,Fatal,Mental crisis / suicide attempt
113,Midland PD,6/6/2015,2601 N. Midland Drive,Knife,Fatal,Mental crisis / suicide attempt
114,Midland PD,9/5/2015,615 W. Wall Street,Gun,No Hit,Assault
115,Richardson PD,9/27/2010,818 S. Central,Unarmed,Non-Fatal,Traffic stop
116,Richardson PD,4/8/2013,500 Dumont Dr,Unarmed,Fatal,Traffic stop
117,Richardson PD,1/19/2014,"13933 N Central, Dallas",Armed - Unknown Weapon,No Hit,Unknown
118,Tyler PD,3/31/2011,1204 W Bow St,Vehicle,No Hit,Suspicious activity / patrol
119,Tyler PD,1/1/2013,603 E queen st,Gun,Fatal,Shots fired / shooting
120,Brownsville PD,7/17/2015,2300 Univeristy Blvd.,Unarmed,Fatal,Traffic stop
121,Brownsville PD,1/4/2012,1800 Cummings Pl.,BB Gun/Toy Gun,Fatal,Weapons disturbance
122,Dallas PD,2/5/2010,3303 W. Illinois Avenue,Gun,Suicide,Weapons disturbance
123,Dallas PD,2/7/2010,2000 Pacific Avenue,Vehicle,No Hit,Shots fired / shooting
124,Dallas PD,3/8/2010,12222 Merit Drive,Gun,No Hit,Shots fired / shooting
125,Dallas PD ,3/10/2010,4200 Malden Street,Gun,Fatal,Shots fired / shooting
126,Dallas PD,3/14/2010,2802 Materhorn Drive,Unarmed,Fatal,Domestic disturbance
127,Dallas PD,3/22/2010,10222 N. Walton Walker Blvd,Other,Fatal,Suspicious activity / patrol
128,Dallas PD ,4/27/2010,2600 Walnut Hill Lane,Vehicle,No Hit,Traffic stop
129,Dallas PD,5/3/2010,1300 N. Munger Boulevard,Gun,Non-Fatal,Robbery
130,Dallas PD,6/15/2010,2015 Ferndale Street,Gun,No Hit,Assault
131,Dallas PD,6/28/2010,13015 Audelia Road,Unarmed,Fatal,Burglary / home invasion
132,Dallas PD,7/16/2010,3701 Crane Street,Gun,Non-Fatal,Robbery
133,Dallas PD,10/29/2010,3810 Bonnie View Road,Unarmed,Fatal,Suspicious activity / patrol
134,Dallas PD,11/7/2010,3100 W. Davis Street,Unarmed,Fatal,Other
135,Dallas PD,11/16/2010,8059 LBJ Freeway,BB Gun/Toy Gun,Non-Fatal,Robbery
136,Dallas PD,11/28/2010,1170 N. Prairie Creek Road,Gun,No Hit,Shots fired / shooting
137,Dallas PD,12/17/2010,7175 Wild Briar Lane,Gun,No Hit,Other
138,Dallas PD,12/22/2010,9616 C. F. Hawn Freeway,Unarmed,No Hit,Other
139,Dallas PD,3/24/2011,230 S. Riverfront Boulevard,Gun,Non-Fatal,Other
140,Dallas PD,5/8/2011,6417 Ridgecrest Road,Unarmed,Non-Fatal,Weapons disturbance
141,Dallas PD,6/24/2011,7152 Fair Oaks Avenue,Vehicle,No Hit,Weapons disturbance
142,Dallas PD,7/22/2011,2550 W. Redbird Lane,Unarmed,No Hit,Burglary / home invasion
143,Dallas PD,10/1/2011,2000 Commerce Street,Gun,No Hit,Shots fired / shooting
144,Dallas PD,11/9/2011,2500 Wells Street,Gun,Non-Fatal,Traffic stop
145,Dallas PD,11/16/2011,2900 Spruce Valley Lane,Unarmed,No Hit,Other
146,Dallas PD ,11/30/2011,3800 Dilido Street,Gun,No Hit,Suspicious activity / patrol
147,Dallas PD,12/5/2011,400 S. Houston Street,Gun,Fatal,Suspicious activity / patrol
148,Dallas PD,12/10/2011,12121 Audelia Road,Knife,Non-Fatal,Assault
149,Dallas PD,12/27/2011,3700 Penelope Street,Gun,Fatal,Suspicious activity / patrol
150,Dallas PD,12/28/2011,11700 Audellia Road,Unarmed,No Hit,Other
151,Dallas PD,2/2/2012,2700 Medill Street,Unarmed,Non-Fatal,Robbery
152,Dallas PD,2/2/2012,2502 Grand Avenue,Gun,Non-Fatal,Robbery
153,Dallas PD,2/13/2012,1180 N. St. Augustine Road,Gun,Fatal,Robbery
154,Dallas PD,2/24/2012,17601 Marsh Lane,Gun,Fatal,Mental crisis / suicide attempt
155,Dallas PD,3/7/2012,3000 Lombardy Lane,Vehicle,Fatal,Stolen vehicle
156,Dallas PD,3/15/2012,400 S. Llewellyn Avenue,Unarmed,Non-Fatal,Other
157,Dallas PD,5/22/2012,5900 Stretch Drive,Gun,Fatal,Drug suspicion / drug warrant
158,Dallas PD,5/26/2012,3373 Lombardy Lane,Vehicle,No Hit,Shots fired / shooting
159,Dallas PD,5/26/2012,2000 Campfire Circle,Vehicle,No Hit,Traffic stop
160,Dallas PD,5/27/2012,7129 Tabor Drive,Gun,Fatal,Mental crisis / suicide attempt
161,Dallas PD,5/29/2012,18220 Dallas Parkway,Vehicle,No Hit,Other
162,Dallas PD,5/29/2012,7100 Valley View Lane,Vehicle,Non-Fatal,Stolen vehicle
163,Dallas PD,6/2/2012,3600 Folklore Trail,Gun,Fatal,Traffic stop
164,Dallas PD,6/24/2012,4345 W. Camp Wisdom Road,Gun,Fatal,Drug suspicion / drug warrant
165,Dallas PD,7/15/2012,200 S. Pearl Street,Gun,No Hit,Fight / disorderly conduct
166,Dallas PD,7/24/2012,3803 Mural Lane,Unarmed,Fatal,Other
167,Dallas PD,8/3/2012,3851 Casa Del Sol Lane,Gun,Non-Fatal,Domestic Disturbance
168,Dallas PD,8/6/2012,12670 E. Northwest Highway,Vehicle,No Hit,Burglary / home invasion
169,Dallas PD,10/27/2012,3716 Spring Avenue,Unarmed,No Hit,Suspicious activity / patrol
170,Dallas PD,10/28/2012,800 N. Winnetka Avenue,Gun,Non-Fatal,Robbery
171,Dallas PD,11/25/2012,8400 Forney Road,Unarmed,No Hit,Other
172,Dallas PD,12/6/2012,9500 Castlefield Drive,Gun,Fatal,Weapons disturbance
173,Dallas PD,12/14/2012,4542 W. Kiest Boulevard,Gun,Fatal,Suspicious activity / patrol
174,Dallas PD,1/3/2013,1515 S. Buckner Boulevard,Vehicle,No Hit,Robbery
175,Dallas PD,1/7/2013,4322 Fernwood Avenue,Gun,No Hit,Drug suspicion / drug warrant
176,Dallas PD,2/8/2013,6500 Skillman Street,Gun,Fatal,Other
177,Dallas PD,2/23/2013,3000 Chihuahua Street,Gun,Non-Fatal,Weapons disturbance
178,Dallas PD,3/10/2013,3303 Southern Oaks Boulevard,Unarmed,Fatal,Domestic Disturbance
179,Dallas PD,3/14/2013,2208 W. Northwest Highway,Gun,Fatal,Fight / disorderly conduct
180,Dallas PD,3/15/2013,9147 Skillman Street,BB Gun/Toy Gun,No Hit,Drug suspicion / drug warrant
181,Dallas PD,4/6/2013,534 Sunset Avenue,Vehicle,No Hit,Assault
182,Dallas PD,4/15/2013,12100 Bellafonte Drive,Gun,No Hit,Other
183,Dallas PD,5/31/2013,3600 Bolivar Drive,Gun,No Hit,Robbery
184,Dallas PD,6/19/2013,8943 Senate Street,Gun,No Hit,Robbery
185,Dallas PD,6/26/2013,2310 Martin Luther King Jr. Blvd,Knife,Non-Fatal,Theft
186,Dallas PD,7/17/2013,1639 Conner Drive,Unarmed,Fatal,Burglary / home invasion
187,Dallas PD,7/31/2013,4600 Haverwood Lane,Gun,No Hit,Shots fired / shooting
189,Dallas PD,9/14/2013,2825 Oak Lawn Avenue,Gun,No Hit,Burglary / home invasion
190,Dallas PD,9/26/2013,10316 Sandra Lynn Drive,Gun,Fatal,Shots fired / shooting
191,Dallas PD,10/2/2013,1339 Morrell Avenue,Gun,No Hit,Other
192,Dallas PD,10/11/2013,222 N. Barnett Avenue,Unarmed,No Hit,Burglary / home invasion
193,Dallas PD,10/14/2013,9452 Crimnson Court,Knife,Non-Fatal,Mental crisis / suicide attempt
194,Dallas PD,11/1/2013,1524 E. Missouri Avenue,Other,Fatal,Other
195,Dallas PD,12/9/2013,9524 Military Parkway,Unarmed,Non-Fatal,Stolen vehicle
196,Dallas PD,1/2/2014,2728 McKinnon Street,Gun,Fatal,Weapons disturbance
197,Dallas PD,2/15/2014,13030 Audelia Road,Gun,Non-Fatal,Domestic Disturbance
198,Dallas PD,2/19/2014,4200 Elmira Street,Gun,Non-Fatal,Drug suspicion / drug warrant
199,Dallas PD,4/4/2014,1221 S. Lamar Street,Knife,Fatal,Assault
200,Dallas PD,4/21/2014,3314 W. Camp Wisdom Road,Gun,Fatal,Drug suspicion / drug warrant
201,Dallas PD,5/24/2014,6048 Belmont Avenue,Gun,Suicide,Weapons disturbance
202,Dallas PD ,6/14/2014,208 Glencairn Drive,Other,Fatal,Mental crisis / suicide attempt
203,Dallas PD,6/14/2014,8124 Forest Lane,Vehicle,No Hit,Other
204,Dallas PD,6/26/2014,3000 Lantana Lane,Gun,Fatal,Shots fired / shooting
205,Dallas PD,7/10/2014,500 S. Llewlyn Avenue,Gun,No Hit,Traffic stop
206,Dallas PD,8/10/2014,400 S. Rosemont Avenue,Unarmed,Fatal,Suspicious activity / patrol
207,Dallas PD,8/11/2014,3647 Espanola Drive,Knife,Fatal,Assault
208,Dallas PD,8/20/2014,7921 LBJ Freeway,Gun,Suicide,Suspicious activity / patrol
209,Dallas PD,8/21/2014,4800 Veterans Drive,Gun,Non-Fatal,Shots fired / shooting
210,Dallas PD,8/25/2014,9000 Lake June Road,Gun,Fatal,Other
211,Dallas PD,8/27/2014,13739 N. Central Expressway,Gun,Fatal,Suspicious activity / patrol
212,Dallas PD,9/7/2014,1550 Empire Central,Vehicle,Fatal,Drug suspicion / drug warrant
213,Dallas PD,10/1/2014,4807 Maple Drive,BB Gun/Toy Gun,No Hit,Robbery
214,Dallas PD,10/22/2014,9770 Forest Lane,Unarmed,No Hit,Suspicious activity / patrol
215,Dallas PD,12/16/2014,6185 Retail Road,Knife,Non-Fatal,Theft
216,Dallas PD,2/9/2015,7400 Bonnie View Road,Vehicle,Fatal,Shots fired / shooting
217,Dallas PD,6/12/2015,2620 Creative Place,Unarmed,No Hit,Suspicious activity / patrol
218,Dallas PD,6/13/2015,1400 South Lamar Street,Gun,Fatal,Shots fired / shooting
219,Dallas PD,6/14/2015,3211 Reynolds Avenue,Gun,No Hit,Shots fired / shooting
220,Dallas PD,6/26/2015,3306 Irving Boulevard,Gun,No Hit,Robbery
221,Dallas PD,7/7/2015,1100 N. Bishop Blvd,Gun,Fatal,Other
222,Dallas PD,8/27/2015,3610 Penelope Street,BB Gun/Toy Gun,Fatal,Robbery
223,Dallas PD,9/21/2015,10800 Stone Canyon Road,Gun,Fatal,Shots fired / shooting
224,Dallas PD,9/30/2015,4207 Wiley College Drive,Gun,No Hit,Mental crisis / suicide attempt
225,Dallas PD,11/9/2015,2435 W. Northwest Highway,Vehicle,Non-Fatal,Fight / disorderly conduct
226,Dallas PD,11/15/2015,8687 N. Central Expressway,Vehicle,No Hit,Theft
227,Beaumont PD,4/6/2010,6370 College St,Vehicle,Non-Fatal,Burglary / home invasion
228,Beaumont PD,1/6/2012,1500 Elgie St,Gun,Fatal,Suspicious activity / patrol
229,Beaumont PD,3/14/2012,1000 block Pearl St,Gun,Non-Fatal,Shots fired / shooting
230,Beaumont PD,12/22/2012,3090 Gulf St,Gun,Non-Fatal,Fight / disorderly conduct
231,Beaumont PD,1/11/2013,3270 10th St,Gun,Non-Fatal,Assault
232,Beaumont PD,8/24/2013,3300 Cleveland St,Gun,Non-Fatal,Robbery
233,Beaumont PD,6/25/2014,3100 E. Lucas Drive,Gun,Fatal,Shots fired / shooting
234,Fort Worth PD,1/17/2010,3124 N Nichols St,Vehicle,No Hit,Fight / disorderly conduct
236,Fort Worth PD,5/17/2010,3400 Wehring,Unarmed,Fatal,Mental crisis / suicide attempt
237,Fort Worth PD,5/27/2010,2411 N Main,Vehicle,Non-Fatal,Drug suspicion / drug warrant
238,Fort Worth PD,5/31/2010,9040 Sunridge Cir,Unarmed,Fatal,Burglary / home invasion
240,Fort Worth PD,9/28/2010,7404 Tallow Wind Trl,Vehicle,No Hit,Robbery
241,Fort Worth PD,10/1/2010,5012 Trail Lake Dr,Gun,Non-Fatal,Robbery
242,Fort Worth PD,10/10/2010,6720 Marvin Brown St,Unknown,No Hit,Unknown
243,Fort Worth PD,10/20/2010,4900 Katy,Other,Non-Fatal,Suspicious activity / patrol
244,Fort Worth PD,2/28/2011,6020 E Rosedale East,Vehicle,Fatal,Traffic stop
245,Fort Worth PD,4/19/2011,8100 E. I-130,Gun,No Hit,Shots fired / shooting
246,Fort Worth PD,5/23/2011,1817 Kingsbrook Trl,Vehicle,Non-Fatal,Burglary / home invasion
247,Fort Worth PD,5/23/2011,1320 Country Manor Rd,Other,Fatal,Mental crisis / suicide attempt
248,Fort Worth PD,7/12/2011,2020 Williams Pl,Gun,Fatal,Other
249,Fort Worth PD,8/23/2011,5137 Big Fork Rd.,Gun,Fatal,Robbery
250,Fort Worth PD,12/14/2011,6156 Ramey Ave,Other,Non-Fatal,Robbery
251,Fort Worth PD,12/25/2011,4055 Altamesa Blvd,Gun,Fatal,Mental crisis / suicide attempt
252,Fort Worth PD,6/26/2012,2000 Beach St,Gun,Fatal,Shots fired / shooting
